ID,GAME,RATING,TIME,MIN PLAYERS,MAX PLAYERS,REC PLAYERS,MECHANICS,DEMO,WANTS TO PLAY,OWNS,PLAYED,BGG LINK
154253,Adventure IN!,7.9375,40,1,6,,"Card Drafting, Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Tile Placement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/154253
145012,Sultaniya,6.6466,45,2,4,4,"Pattern Building, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/145012
99312,Feudality,6.52915,90,2,6,4,"Dice Rolling, Tile Placement",,,,,https://boardgamegeek.com/boardgame/99312
1265,Mystery Rummy: Jekyll & Hyde,6.6326,45,2,2,2,"Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/1265
128271,Ginkgopolis,7.43295,45,1,5,2,"Area Control / Area Influence, Card Drafting, Simultaneous Action Selection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/128271
150658,Pandemic: The Cure,7.41454,30,2,5,3,"Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Press Your Luck, Set Collection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/150658
204583,Kingdomino,7.47148,20,2,4,4,"Card Drafting, Tile Placement, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/204583
202755,Guildhall Fantasy: Fellowship,7.45267,45,2,4,2,"Hand Management, Set Collection, Take That",,,,,https://boardgamegeek.com/boardgame/202755
215392,Flip City: Wilderness,6.64909,50,1,4,,"Deck / Pool Building, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/215392
40793,Dice Town,6.85047,60,2,5,4,"Dice Rolling, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/40793
178984,Civicus Dice Game,7.04,45,2,4,,"Area Control / Area Influence, Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/178984
122159,Cthulhu Fluxx,6.13048,30,2,6,4,"Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/122159
143884,Machi Koro,6.75109,30,2,4,4,"Card Drafting, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/143884
182028,Through the Ages: A New Story of Civilization,8.72671,240,2,4,3,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",,,,,https://boardgamegeek.com/boardgame/182028
159109,XenoShyft: Onslaught,7.14824,60,1,4,2,"Card Drafting, Co-operative Play, Deck / Pool Building, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/159109
18155,Firefly,7.25,0,2,2,,,,,,,https://boardgamegeek.com/boardgame/18155
172158,Oath of the Brotherhood,6.47289,60,2,5,,"Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/172158
158316,Villainy,6.18354,90,2,4,4,,,,,,https://boardgamegeek.com/boardgame/158316
17310,Midgard,7,360,1,2,,Hex-and-Counter,,,,,https://boardgamegeek.com/boardgame/17310
39463,Cosmic Encounter,7.60839,120,3,5,5,"Hand Management, Partnerships, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/39463
102652,Sentinels of the Multiverse,7.35104,60,1,5,4,"Co-operative Play, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/102652
31594,In the Year of the Dragon,7.4167,100,2,5,4,"Hand Management, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/31594
161743,TacDex: Pirates,5.65441,10,2,2,,,,,,,https://boardgamegeek.com/boardgame/161743
180611,Evil Genius: Deathray,4.87596,60,2,6,4,"Card Drafting, Hand Management, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/180611
16992,Tsuro,6.68966,15,2,8,4,"Hand Management, Player Elimination, Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/16992
156129,Deception: Murder in Hong Kong,7.56611,20,4,12,7,"Partnerships, Storytelling",,,,,https://boardgamegeek.com/boardgame/156129
147505,Lords & Ladies,6.60658,60,2,5,5,"Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/147505
179973,GobbleStones,6.05667,30,2,4,4,Tile Placement,,,,,https://boardgamegeek.com/boardgame/179973
169124,Flick 'em Up!,7.18506,30,2,10,4,"Partnerships, Pick-up and Deliver",,,,,https://boardgamegeek.com/boardgame/169124
128442,Relic,6.90965,180,2,4,3,"Dice Rolling, Roll / Spin and Move, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/128442
111124,Dark Moon,7.13782,75,3,7,5,"Dice Rolling, Partnerships, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/111124
129320,Castle Dice,6.77628,45,1,4,4,"Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/129320
72132,Dragon Rampage,6.48248,120,3,5,4,"Area Control / Area Influence, Card Drafting, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/72132
83330,Mansions of Madness,7.39263,120,2,5,5,"Area Movement, Dice Rolling, Hand Management, Modular Board, Partnerships, Pick-up and Deliver, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/83330
193737,Star Trek Panic,7.31198,120,1,6,4,Co-operative Play,,,,,https://boardgamegeek.com/boardgame/193737
31479,Ubongo Extreme,6.82957,30,2,4,4,Pattern Building,,,,,https://boardgamegeek.com/boardgame/31479
171623,The Voyages of Marco Polo,7.97763,100,2,4,4,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/171623
9209,Ticket to Ride,7.48185,60,2,5,4,"Hand Management, Route/Network Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/9209
181530,Runebound (Third Edition),7.59821,180,2,4,2,"Deck / Pool Building, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/181530
173319,Lost Legacy: Second Chronicle  Vorpal Sword & Whitegold Spire,6.88781,10,2,6,4,"Hand Management, Memory, Player Elimination",,,,,https://boardgamegeek.com/boardgame/173319
21348,Ticket to Ride: Mrklin,7.41486,60,2,5,4,"Card Drafting, Hand Management, Point to Point Movement, Route/Network Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/21348
201920,Pocket Madness,6.3702,30,2,4,3,"Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/201920
160477,Onitama,7.64369,30,2,2,2,Grid Movement,,,,,https://boardgamegeek.com/boardgame/160477
8125,Santiago,7.14966,75,3,5,5,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Tile Placement",,,,,https://boardgamegeek.com/boardgame/8125
109779,Garden Dice,6.74851,60,2,4,4,"Dice Rolling, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/109779
118402,Maharani,6.56526,40,2,4,4,"Pattern Building, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/118402
165056,Resistenza,6.84,180,2,2,,"Area Control / Area Influence, Grid Movement, Hex-and-Counter, Simulation",,,,,https://boardgamegeek.com/boardgame/165056
119781,Legacy: Gears of Time,7.11297,60,2,4,3,"Area Control / Area Influence, Card Drafting, Hand Management, Modular Board",,,,,https://boardgamegeek.com/boardgame/119781
54,Tikal,7.34443,90,2,4,4,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Grid Movement, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/54
27042,Veritas,6.84333,60,3,6,4,"Area Control / Area Influence, Pick-up and Deliver",,,,,https://boardgamegeek.com/boardgame/27042
149169,Heavy Steam,7.1349,120,2,4,4,"Action / Movement Programming, Card Drafting, Dice Rolling, Hand Management, Simulation",,,,,https://boardgamegeek.com/boardgame/149169
38453,Space Alert,7.5279,30,1,5,5,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/38453
213670,Munchkin X-Men,7.51842,120,3,4,3,"Card Drafting, Dice Rolling, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/213670
113294,Escape: The Curse of the Temple,7.09992,10,1,5,4,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Tile Placement",,,,,https://boardgamegeek.com/boardgame/113294
137238,Time 'n' Space,6.40402,30,3,4,4,"Pick-up and Deliver, Point to Point Movement, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/137238
199825,Danger! Danger! Dinosaur,6.9,60,2,6,,"Dice Rolling, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/199825
154495,Royals,6.9896,15,2,4,,"Action / Movement Programming, Hand Management, Take That",,,,,https://boardgamegeek.com/boardgame/154495
113293,Article 27: The UN Security Council Game,6.55948,30,3,6,6,"Trading, Voting",,,,,https://boardgamegeek.com/boardgame/113293
138788,Dungeon Roll,6.18182,15,1,4,2,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/138788
125675,Doctor Who: The Card Game,5.85087,60,2,4,4,"Area Control / Area Influence, Card Drafting, Hand Management, Secret Unit Deployment, Take That",,,,,https://boardgamegeek.com/boardgame/125675
180238,RevoltaaA,5.68642,20,3,5,,Hand Management,,,,,https://boardgamegeek.com/boardgame/180238
152470,Fief: France 1429,7.48822,240,3,6,6,"Area Control / Area Influence, Dice Rolling, Partnerships, Trading, Voting",,,,,https://boardgamegeek.com/boardgame/152470
70512,Luna,7.39378,100,1,4,4,"Area Control / Area Influence, Modular Board, Point to Point Movement, Tile Placement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/70512
25951,The Castle of the Devil,6.48659,40,4,8,6,"Hand Management, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/25951
170042,Raiders of the North Sea,7.83648,80,2,4,3,"Hand Management, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/170042
189052,Sea of Clouds,6.97127,45,2,4,4,"Card Drafting, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/189052
151016,Provincia Romana,6.38744,90,2,6,4,"Card Drafting, Hand Management",,,,,https://boardgamegeek.com/boardgame/151016
2795,Car Wars,6.33008,45,2,8,4,"Dice Rolling, Modular Board, Role Playing, Simulation, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/2795
181385,Retro Loonacy,6.72955,10,2,5,,Pattern Recognition,,,,,https://boardgamegeek.com/boardgame/181385
96913,Lancaster,7.48386,60,2,5,4,"Area Control / Area Influence, Auction/Bidding, Voting, Worker Placement",,,,,https://boardgamegeek.com/boardgame/96913
150376,Dead of Winter: A Crossroads Game,7.85061,210,2,5,4,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Storytelling, Trading, Variable Player Powers, Voting",,,,,https://boardgamegeek.com/boardgame/150376
159868,Sellswords,6.73724,15,2,2,2,"Area Control / Area Influence, Card Drafting, Tile Placement",,,,,https://boardgamegeek.com/boardgame/159868
108906,Thunder Alley,7.42082,90,2,7,4,Hand Management,,,,,https://boardgamegeek.com/boardgame/108906
42448,We Didn't Playtest This Either,6.03598,10,2,10,4,"Hand Management, Rock-Paper-Scissors, Voting",,,,,https://boardgamegeek.com/boardgame/42448
181494,CVlizations,6.58171,60,2,5,4,"Action / Movement Programming, Hand Management",,,,,https://boardgamegeek.com/boardgame/181494
34635,Stone Age,7.63218,90,2,4,4,"Dice Rolling, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/34635
136249,Voodoo Mania,5.14737,20,2,6,,Pattern Recognition,,,,,https://boardgamegeek.com/boardgame/136249
181796,The Prodigals Club,7.47335,100,2,5,4,"Action Point Allowance System, Hand Management, Worker Placement",,,,,https://boardgamegeek.com/boardgame/181796
1927,Munchkin,5.95289,120,3,6,4,"Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/1927
179719,Risk: Game of Thrones,7.06116,240,2,7,4,"Area Control / Area Influence, Dice Rolling, Player Elimination",,,,,https://boardgamegeek.com/boardgame/179719
142334,Sushi Dice,5.84474,20,2,6,2,"Dice Rolling, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/142334
169786,Scythe,8.32544,115,1,5,4,"Area Control / Area Influence, Grid Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/169786
154509,Kingsport Festival,6.84155,90,2,5,4,"Dice Rolling, Worker Placement",,,,,https://boardgamegeek.com/boardgame/154509
138431,Galaxy Defenders,7.5482,120,1,5,3,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/138431
109276,Kanban: Automotive Revolution,7.79063,120,2,4,4,"Action Point Allowance System, Commodity Speculation, Variable Phase Order, Worker Placement",,,,,https://boardgamegeek.com/boardgame/109276
129976,Game of Thrones: The Card Game,6.39875,45,2,2,2,"Hand Management, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/129976
181404,Taverna,6.40514,90,2,5,4,"Area Control / Area Influence, Card Drafting, Worker Placement",,,,,https://boardgamegeek.com/boardgame/181404
177248,Saga of the Northmen,7.55139,40,2,4,3,"Area Control / Area Influence, Hand Management",,,,,https://boardgamegeek.com/boardgame/177248
181382,Nia & Pinta,7.10913,120,1,4,3,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Modular Board, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/181382
184372,Justice League: Hero Dice  Superman,6.87189,25,1,1,2,"Co-operative Play, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/184372
184371,Justice League: Hero Dice  Batman,6.68514,15,1,4,2,"Co-operative Play, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/184371
130960,Triumph & Tragedy,8.39143,240,2,3,3,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment",,,,,https://boardgamegeek.com/boardgame/130960
141735,Patronize,6.17993,20,3,5,4,"Hand Management, Trick-taking",,,,,https://boardgamegeek.com/boardgame/141735
141736,Sail to India,6.81978,60,3,4,4,"Action Point Allowance System, Area Movement, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/141736
33154,Wasabi!,6.55213,45,2,4,3,"Hand Management, Pattern Building, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/33154
112373,BraveRats,6.52195,15,2,2,2,Simultaneous Action Selection,,,,,https://boardgamegeek.com/boardgame/112373
71655,Wok Star,6.84876,60,1,4,4,"Co-operative Play, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/71655
161417,Red7,7.02042,30,2,4,4,"Hand Management, Player Elimination, Set Collection",,,,,https://boardgamegeek.com/boardgame/161417
157789,Pandemic: Contagion,6.50263,30,2,5,4,"Area Control / Area Influence, Hand Management",,,,,https://boardgamegeek.com/boardgame/157789
110277,Among the Stars,7.22662,30,2,4,4,"Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/110277
179718,Black-Handed Henry's Potion Party,5.69706,60,2,4,,"Dice Rolling, Press Your Luck, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/179718
93194,011,6.1921,90,3,6,4,"Auction/Bidding, Variable Phase Order, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/93194
124052,Cinque Terre,7.07583,60,2,5,2,"Action Point Allowance System, Pick-up and Deliver, Set Collection",,,,,https://boardgamegeek.com/boardgame/124052
98347,Empires of the Void,6.86899,120,2,4,4,"Action Point Allowance System, Dice Rolling, Set Collection, Trading",,,,,https://boardgamegeek.com/boardgame/98347
158851,Play Me: Alice in Wonderdice,5.84553,10,2,6,4,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/158851
147253,The Ancient World,7.23004,90,2,4,4,"Card Drafting, Dice Rolling, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/147253
20437,Lords of Vegas,7.32643,60,2,4,4,"Area Control / Area Influence, Dice Rolling, Tile Placement, Trading",,,,,https://boardgamegeek.com/boardgame/20437
10547,Betrayal at House on the Hill,7.143,60,3,6,5,"Co-operative Play, Dice Rolling, Modular Board, Partnerships, Player Elimination, Role Playing, Storytelling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/10547
73369,51st State,6.93061,90,2,4,2,"Card Drafting, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/73369
12642,Army of Darkness Card Game,5.01667,30,2,4,3,Hand Management,,,,,https://boardgamegeek.com/boardgame/12642
108679,Mow Money,6.36829,60,1,6,4,"Auction/Bidding, Hand Management, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/108679
62219,Dominant Species,7.86003,240,2,6,4,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/62219
38992,Royal Palace,6.90799,60,2,4,3,"Action Point Allowance System, Area Control / Area Influence",,,,,https://boardgamegeek.com/boardgame/38992
22141,Cleopatra and the Society of Architects,6.81254,60,3,5,4,"Area Enclosure, Auction/Bidding, Card Drafting, Dice Rolling, Hand Management, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/22141
155873,Power Grid Deluxe: Europe/North America,8.13833,120,2,6,4,"Auction/Bidding, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/155873
154674,Castle Assault,6.98162,60,1,2,2,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Grid Movement",,,,,https://boardgamegeek.com/boardgame/154674
31920,Munchkin Booty,6.31929,90,3,6,4,"Dice Rolling, Trading, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/31920
140135,Small World Designer Edition,8.99566,80,2,6,4,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/140135
10984,Pounce,5.33333,0,2,2,2,,,,,,https://boardgamegeek.com/boardgame/10984
1808,Witch Hunt,5.40833,60,3,5,,,,,,,https://boardgamegeek.com/boardgame/1808
97842,Last Will,7.26693,75,2,5,4,"Action Point Allowance System, Hand Management, Worker Placement",,,,,https://boardgamegeek.com/boardgame/97842
788,Tales of the Arabian Nights,7.09651,120,1,6,2,"Point to Point Movement, Storytelling, Trading, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/788
172881,Quartz,7.08005,60,3,5,4,"Press Your Luck, Set Collection, Take That",,,,,https://boardgamegeek.com/boardgame/172881
32201,Possession,4.55556,30,5,30,,,,,,,https://boardgamegeek.com/boardgame/32201
154173,7 Ronin,7.16317,30,2,2,2,"Area Control / Area Influence, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/154173
149787,Perdition's Mouth: Abyssal Rift,7.85864,180,1,6,4,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Hand Management, Variable Phase Order, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/149787
137031,Ancient Terrible Things,6.97475,60,2,4,3,"Dice Rolling, Hand Management, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/137031
24588,Las Vegas,6,30,2,3,,"Betting/Wagering, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/24588
15363,Nexus Ops,7.25645,90,2,4,4,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board",,,,,https://boardgamegeek.com/boardgame/15363
122599,Winter Tales,6.21232,90,3,7,5,"Card Drafting, Partnerships, Point to Point Movement, Role Playing, Storytelling",,,,,https://boardgamegeek.com/boardgame/122599
178944,BATTALIA: The Creation,7.85434,180,2,4,4,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Modular Board, Tile Placement",,,,,https://boardgamegeek.com/boardgame/178944
173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,6.90706,45,2,6,4,"Dice Rolling, Hand Management, Take That",,,,,https://boardgamegeek.com/boardgame/173200
132326,Venetia,6.98234,90,2,4,4,"Area Control / Area Influence, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/132326
111173,Little Devils,6.1675,15,3,6,6,Trick-taking,,,,,https://boardgamegeek.com/boardgame/111173
137366,Social Network,4.35,30,2,6,3,Voting,,,,,https://boardgamegeek.com/boardgame/137366
8217,San Juan,7.297,60,2,4,3,"Hand Management, Set Collection, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/8217
164369,7 Kingdoms,6.72368,20,2,4,,Hand Management,,,,,https://boardgamegeek.com/boardgame/164369
191977,The Castles of Burgundy: The Card Game,7.27074,60,1,4,2,"Card Drafting, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/191977
258,Fluxx,5.70051,30,2,6,4,"Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/258
72991,Asara,7.05147,45,2,4,4,"Hand Management, Pattern Building, Worker Placement",,,,,https://boardgamegeek.com/boardgame/72991
105037,Tournay,7.08271,60,2,4,2,"Card Drafting, Hand Management, Worker Placement",,,,,https://boardgamegeek.com/boardgame/105037
33876,Killer Bunnies and the Journey to Jupiter,5.69801,90,2,6,5,"Dice Rolling, Grid Movement, Hand Management, Modular Board",,,,,https://boardgamegeek.com/boardgame/33876
257,Kill Doctor Lucky,6.15529,45,3,8,5,"Card Drafting, Hand Management, Point to Point Movement",,,,,https://boardgamegeek.com/boardgame/257
98229,Pictomania,7.37579,25,3,6,6,Line Drawing,,,,,https://boardgamegeek.com/boardgame/98229
137397,Via Appia,6.66774,45,2,4,4,"Press Your Luck, Tile Placement",,,,,https://boardgamegeek.com/boardgame/137397
175293,Trambahn,7.11134,45,2,2,2,Card Drafting,,,,,https://boardgamegeek.com/boardgame/175293
166341,7 & 7,8.54286,20,2,5,4,Set Collection,,,,,https://boardgamegeek.com/boardgame/166341
145659,Scoville,7.23,90,2,6,4,"Auction/Bidding, Grid Movement, Set Collection",,,,,https://boardgamegeek.com/boardgame/145659
90419,Airlines Europe,7.37557,75,2,5,4,"Card Drafting, Route/Network Building, Set Collection, Stock Holding",,,,,https://boardgamegeek.com/boardgame/90419
138317,Trains and Stations,5.93856,45,3,5,4,"Dice Rolling, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/138317
106,Mystery Rummy: Jack the Ripper,6.98154,45,2,4,2,"Hand Management, Set Collection, Voting",,,,,https://boardgamegeek.com/boardgame/106
80771,Dungeon Raiders,6.68393,60,3,5,5,"Hand Management, Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/80771
154458,Akrotiri,7.40024,45,2,2,2,"Hand Management, Pick-up and Deliver, Tile Placement",,,,,https://boardgamegeek.com/boardgame/154458
7152,The Boss,5.16818,90,2,4,4,"Stock Holding, Variable Player Powers, Voting",,,,,https://boardgamegeek.com/boardgame/7152
70922,Vicious Fishes,6.04868,30,2,6,3,Tile Placement,,,,,https://boardgamegeek.com/boardgame/70922
79068,Wrong Chemistry,6.08741,30,2,4,3,"Action Point Allowance System, Hand Management, Modular Board",,,,,https://boardgamegeek.com/boardgame/79068
29839,Key Harvest,6.81337,90,2,4,3,"Auction/Bidding, Set Collection, Tile Placement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/29839
403,Elk Fest,6.17433,15,2,2,2,Modular Board,,,,,https://boardgamegeek.com/boardgame/403
157526,Viceroy,7.0192,60,1,4,3,"Card Drafting, Hand Management, Memory, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/157526
172818,Above and Below,7.67734,90,2,4,3,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading, Worker Placement",,,,,https://boardgamegeek.com/boardgame/172818
177965,Rush & Bash,6.9106,30,2,6,6,"Hand Management, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/177965
503,Through the Desert,7.04686,45,2,5,3,"Area Enclosure, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/503
72225,CO,7.26284,120,1,5,4,"Area Control / Area Influence, Card Drafting, Worker Placement",,,,,https://boardgamegeek.com/boardgame/72225
171669,Discoveries,7.22594,60,2,4,3,"Deck / Pool Building, Dice Rolling, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/171669
632,Cloud 9,6.47138,30,3,6,6,"Betting/Wagering, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/632
179460,Stronghold (2nd edition),7.75438,90,2,2,2,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/179460
152765,Thunderstone Advance: Worlds Collide,7.92587,60,1,5,3,"Card Drafting, Deck / Pool Building, Hand Management",,,,,https://boardgamegeek.com/boardgame/152765
9139,Marco Polo Expedition,6.18022,45,2,5,5,"Card Drafting, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/9139
145553,Asgard's Chosen,6.21247,90,1,4,3,"Area Movement, Deck / Pool Building, Hand Management, Modular Board, Tile Placement",,,,,https://boardgamegeek.com/boardgame/145553
72204,Alien Uprising,6.3722,90,1,5,1,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/72204
129904,Shadows over Camelot: The Card Game,5.77961,20,1,7,4,"Co-operative Play, Memory, Partnerships",,,,,https://boardgamegeek.com/boardgame/129904
17687,Bernini Mysterie,5.11225,15,2,4,3,,,,,,https://boardgamegeek.com/boardgame/17687
1860,Dragon Dice,5.67947,30,2,4,3,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/1860
176165,Dale of Merchants,7.35824,40,2,4,2,"Card Drafting, Deck / Pool Building, Dice Rolling, Hand Management, Set Collection, Take That",,,,,https://boardgamegeek.com/boardgame/176165
1862,Avalon,5.12222,45,3,6,,"Set Collection, Trading",,,,,https://boardgamegeek.com/boardgame/1862
168,Empire Builder,6.91927,180,2,6,3,"Action / Movement Programming, Area Enclosure, Crayon Rail System, Pick-up and Deliver, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/168
201808,Clank!: A Deck-Building Adventure,8.0382,60,1,4,3,"Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/201808
100423,Elder Sign,7.01772,90,1,8,4,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/100423
67180,Tikal II: The Lost Temple,6.88777,120,2,4,4,"Hand Management, Modular Board, Route/Network Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/67180
59429,Dark Darker Darkest,6.51259,120,2,5,5,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Modular Board, Time Track",,,,,https://boardgamegeek.com/boardgame/59429
162,The Awful Green Things From Outer Space,6.49039,90,2,2,2,"Area Movement, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/162
35503,Ra: The Dice Game,6.7529,45,2,4,4,"Dice Rolling, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/35503
9963,Santorini,7.40546,20,2,3,2,"Grid Movement, Tile Placement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/9963
39339,Android,6.75262,180,3,5,3,"Action Point Allowance System, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/39339
91312,Discworld: Ankh-Morpork,7.19452,60,2,4,4,"Area Control / Area Influence, Dice Rolling, Hand Management, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/91312
24508,Taluva,7.19025,45,2,4,2,"Modular Board, Tile Placement",,,,,https://boardgamegeek.com/boardgame/24508
963,The Gardens of the Alhambra,6.14154,60,2,4,4,"Area Control / Area Influence, Tile Placement",,,,,https://boardgamegeek.com/boardgame/963
